,player,nation_stats_standard,squad,age_stats_standard,born_stats_standard,playing_time_90s_stats_standard,position_2_stats_standard,position_stats_standard,90s_stats_shooting,standard_gls_stats_shooting,standard_sh_stats_shooting,standard_sot_stats_shooting,standard_sot%_stats_shooting,standard_sh_90_stats_shooting,standard_sot_90_stats_shooting,playing_time_90s_stats_playing_time,playing_time_mp_stats_playing_time,playing_time_min_stats_playing_time,90s_stats_misc,performance_off_stats_misc,performance_crs_stats_misc,performance_int_stats_misc,performance_tklw_stats_misc,90s_stats_passing,total_cmp_stats_passing,total_att_stats_passing,total_cmp%_stats_passing,short_cmp_stats_passing,short_att_stats_passing,short_cmp%_stats_passing,medium_cmp_stats_passing,medium_att_stats_passing,medium_cmp%_stats_passing,long_cmp_stats_passing,long_att_stats_passing,long_cmp%_stats_passing,ast_stats_passing,1_3_stats_passing,ppa_stats_passing,prgp_stats_passing,90s_stats_passing_types,pass_types_tb_stats_passing_types,pass_types_sw_stats_passing_types,pass_types_crs_stats_passing_types,outcomes_cmp_stats_passing_types,outcomes_blocks_stats_passing_types,90s_stats_gca,sca_sca_stats_gca,gca_gca_stats_gca,90s_stats_defense,tackles_tkl_stats_defense,tackles_tklw_stats_defense,tackles_def_3rd_stats_defense,tackles_mid_3rd_stats_defense,tackles_att_3rd_stats_defense,blocks_blocks_stats_defense,blocks_sh_stats_defense,blocks_pass_stats_defense,int_stats_defense,clr_stats_defense,err_stats_defense,90s_stats_possession,touches_touches_stats_possession,touches_mid_3rd_stats_possession,touches_att_3rd_stats_possession,touches_att_pen_stats_possession,take_ons_att_stats_possession,take_ons_succ_stats_possession,carries_carries_stats_possession,carries_prgc_stats_possession,carries_1_3_stats_possession,carries_cpa_stats_possession,carries_mis_stats_possession,carries_dis_stats_possession,receiving_rec_stats_possession,receiving_prgr_stats_possession,performance_recov_stats_misc,aerial_duels_won_stats_misc,aerial_duels_lost_stats_misc,aerial_duels_won%_stats_misc
426,Tom Bradshaw,WAL,Millwall,32,1992,0.0,Not Available,Forward,2.8,1.0,7.0,2.0,0.0,0.0,0.0,6.3,7.0,567.0,2.8,1.0,1.0,0.0,0.0,2.8,20.0,28.0,71.4,14.0,17.0,82.4,3.0,7.0,42.9,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.8,0.0,0.0,1.0,20.0,0.0,2.8,4.0,0.0,2.8,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.8,50.0,24.0,23.0,9.0,3.0,2.0,21.0,1.0,2.0,0.0,2.0,2.0,28.0,4.0,6.0,5.0,23.0,17.9
427,Robbie Brady,IRL,Preston,32,1992,0.0,Forward,Defender,4.4,0.0,4.0,2.0,0.0,0.0,0.0,5.0,5.0,450.0,4.4,2.0,41.0,7.0,6.0,4.4,160.0,248.0,64.5,81.0,93.0,87.1,56.0,78.0,71.8,19.0,61.0,31.1,0.0,26.0,9.0,31.0,4.4,0.0,0.0,41.0,160.0,7.0,4.4,13.0,0.0,4.4,11.0,6.0,3.0,5.0,3.0,4.0,0.0,4.0,7.0,6.0,0.0,4.4,290.0,134.0,112.0,6.0,3.0,0.0,144.0,8.0,9.0,0.0,6.0,4.0,177.0,14.0,23.0,10.0,3.0,76.9
428,Cameron Brannagan,ENG,Oxford United,28,1996,0.0,Not Available,Midfielder,3.5,1.0,3.0,2.0,0.0,0.0,0.0,6.5,9.0,581.0,3.5,0.0,3.0,4.0,6.0,3.5,117.0,141.0,83.0,40.0,45.0,88.9,64.0,68.0,94.1,12.0,22.0,54.5,1.0,13.0,3.0,9.0,3.5,0.0,2.0,3.0,117.0,1.0,3.5,7.0,1.0,3.5,8.0,6.0,5.0,3.0,0.0,5.0,2.0,3.0,4.0,4.0,0.0,3.5,174.0,93.0,33.0,4.0,1.0,0.0,78.0,3.0,1.0,1.0,4.0,1.0,116.0,3.0,14.0,0.0,1.0,0.0
429,Dejaune Brown,ENG,Derby County,0,0,0.0,Not Available,Forward,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8.8,9.0,795.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2,3.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
430,Josh Brownhill,ENG,Burnley,28,1995,0.0,Not Available,Midfielder,9.0,4.0,15.0,3.0,0.0,0.0,0.0,6.0,6.0,540.0,9.0,2.0,19.0,9.0,6.0,9.0,306.0,401.0,76.3,149.0,175.0,85.1,126.0,150.0,84.0,20.0,44.0,45.5,1.0,20.0,4.0,33.0,9.0,1.0,0.0,19.0,306.0,10.0,9.0,18.0,4.0,9.0,15.0,6.0,6.0,4.0,5.0,5.0,0.0,5.0,9.0,11.0,0.0,9.0,475.0,222.0,160.0,12.0,7.0,2.0,194.0,5.0,3.0,2.0,8.0,5.0,287.0,26.0,31.0,7.0,9.0,43.8
431,Tawanda Chirewa,ZIM,Derby County,21,2003,0.0,Not Available,Midfielder,0.9,0.0,1.0,1.0,0.0,0.0,0.0,5.5,6.0,495.0,0.9,0.0,0.0,1.0,3.0,0.9,19.0,25.0,76.0,10.0,11.0,90.9,5.0,6.0,83.3,2.0,4.0,50.0,0.0,3.0,0.0,6.0,0.9,0.0,1.0,0.0,19.0,2.0,0.9,3.0,0.0,0.9,3.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9,37.0,25.0,9.0,1.0,4.0,2.0,19.0,0.0,0.0,0.0,5.0,0.0,24.0,5.0,5.0,0.0,0.0,0.0
432,Jordan Clark,ENG,Luton Town,31,1993,0.0,Not Available,Midfielder,7.7,1.0,11.0,6.0,0.0,0.0,0.0,9.0,9.0,810.0,7.7,0.0,10.0,7.0,5.0,7.7,174.0,228.0,76.3,75.0,84.0,89.3,73.0,91.0,80.2,17.0,33.0,51.5,0.0,19.0,6.0,22.0,7.7,3.0,4.0,10.0,174.0,6.0,7.7,18.0,1.0,7.7,9.0,5.0,7.0,0.0,2.0,5.0,2.0,3.0,7.0,9.0,0.0,7.7,301.0,145.0,91.0,21.0,18.0,10.0,180.0,14.0,9.0,4.0,12.0,7.0,197.0,29.0,32.0,2.0,11.0,15.4
433,Jack Colback,ENG,QPR,34,1989,0.0,Not Available,Midfielder,3.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,809.0,3.0,0.0,0.0,2.0,0.0,3.0,92.0,104.0,88.5,41.0,44.0,93.2,38.0,41.0,92.7,7.0,12.0,58.3,0.0,5.0,0.0,3.0,3.0,0.0,1.0,0.0,92.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,5.0,1.0,4.0,2.0,2.0,0.0,3.0,125.0,71.0,19.0,0.0,3.0,2.0,72.0,0.0,1.0,0.0,0.0,2.0,82.0,1.0,6.0,1.0,3.0,25.0
434,Devante Cole,ENG,West Brom,29,1995,0.0,Not Available,Forward,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7.2,8.0,649.0,0.2,1.0,0.0,0.0,0.0,0.2,1.0,3.0,33.3,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,7.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,5.0,1.0,1.0,1.0,2.0,33.3
435,Rubin Colwill,WAL,Cardiff City,22,2002,0.0,Forward,Midfielder,6.4,0.0,16.0,8.0,0.0,0.0,0.0,8.4,9.0,760.0,6.4,0.0,16.0,0.0,8.0,6.4,157.0,210.0,74.8,80.0,97.0,82.5,56.0,75.0,74.7,15.0,26.0,57.7,1.0,20.0,8.0,30.0,6.4,1.0,1.0,16.0,157.0,3.0,6.4,24.0,2.0,6.4,12.0,8.0,4.0,6.0,2.0,4.0,2.0,2.0,0.0,1.0,0.0,6.4,293.0,150.0,126.0,23.0,35.0,14.0,196.0,20.0,12.0,9.0,15.0,10.0,205.0,40.0,38.0,3.0,3.0,50.0
436,Tommy Conway,SCO,Middlesbrough,22,2002,0.0,Not Available,Midfielder,3.1,2.0,5.0,1.0,0.0,0.0,0.0,8.7,9.0,786.0,3.1,1.0,8.0,0.0,0.0,3.1,69.0,88.0,78.4,42.0,50.0,84.0,20.0,26.0,76.9,7.0,7.0,100.0,0.0,7.0,2.0,11.0,3.1,0.0,0.0,8.0,69.0,5.0,3.1,7.0,0.0,3.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,112.0,32.0,76.0,22.0,9.0,1.0,81.0,14.0,7.0,8.0,2.0,3.0,98.0,31.0,4.0,0.0,1.0,0.0
437,Josh Cullen,IRL,Burnley,28,1996,0.0,Not Available,Midfielder,5.9,0.0,2.0,0.0,0.0,0.0,0.0,6.0,7.0,537.0,5.9,0.0,4.0,3.0,4.0,5.9,309.0,350.0,88.3,128.0,139.0,92.1,148.0,161.0,91.9,31.0,42.0,73.8,0.0,31.0,1.0,24.0,5.9,1.0,3.0,4.0,309.0,2.0,5.9,10.0,1.0,5.9,6.0,4.0,1.0,5.0,0.0,4.0,1.0,3.0,3.0,7.0,0.0,5.9,384.0,237.0,61.0,3.0,2.0,1.0,181.0,1.0,5.0,0.0,5.0,4.0,288.0,6.0,19.0,4.0,8.0,33.3
438,Owen Dale,ENG,Oxford United,25,1998,0.0,Not Available,Midfielder,0.8,0.0,1.0,0.0,0.0,0.0,0.0,7.7,8.0,690.0,0.8,0.0,1.0,0.0,0.0,0.8,11.0,16.0,68.8,4.0,6.0,66.7,6.0,7.0,85.7,1.0,1.0,100.0,0.0,0.0,2.0,2.0,0.8,0.0,1.0,1.0,11.0,2.0,0.8,2.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8,27.0,8.0,15.0,2.0,1.0,0.0,14.0,2.0,0.0,1.0,0.0,3.0,15.0,4.0,2.0,0.0,3.0,0.0
439,Jaden Dixon,ENG,Stoke City,17,2007,0.0,Defender,Forward,0.1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,810.0,0.1,0.0,0.0,0.0,0.0,0.1,7.0,7.0,100.0,2.0,2.0,100.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,7.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,8.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0
440,Elijah Dixon-Bonner,ENG,QPR,23,2001,0.0,Not Available,Midfielder,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.5,9.0,765.0,0.1,0.0,0.0,0.0,0.0,0.1,6.0,9.0,66.7,1.0,1.0,100.0,5.0,7.0,71.4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.1,0.0,0.0,0.0,6.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,9.0,6.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0
441,Ben Doak,SCO,Middlesbrough,18,2005,0.0,Not Available,Forward,3.0,1.0,7.0,4.0,0.0,0.0,0.0,7.0,7.0,630.0,3.0,2.0,11.0,0.0,2.0,3.0,97.0,128.0,75.8,55.0,64.0,85.9,37.0,45.0,82.2,4.0,7.0,57.1,0.0,1.0,11.0,12.0,3.0,1.0,0.0,11.0,97.0,9.0,3.0,18.0,1.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,169.0,31.0,131.0,26.0,22.0,6.0,113.0,25.0,10.0,16.0,2.0,2.0,134.0,55.0,12.0,1.0,0.0,100.0
442,Tyrhys Dolan,ENG,Blackburn,22,2001,0.0,Forward,Midfielder,7.4,1.0,11.0,5.0,0.0,0.0,0.0,7.3,9.0,655.0,7.4,5.0,8.0,1.0,8.0,7.4,175.0,230.0,76.1,94.0,110.0,85.5,51.0,69.0,73.9,11.0,22.0,50.0,2.0,9.0,5.0,22.0,7.4,1.0,0.0,8.0,175.0,8.0,7.4,25.0,5.0,7.4,14.0,8.0,7.0,6.0,1.0,8.0,0.0,8.0,1.0,6.0,0.0,7.4,321.0,142.0,131.0,17.0,23.0,9.0,196.0,14.0,11.0,5.0,15.0,17.0,220.0,53.0,44.0,1.0,3.0,25.0
443,Andre Dozzell,ENG,Portsmouth,25,1999,0.0,Not Available,Midfielder,4.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,810.0,4.2,0.0,12.0,1.0,2.0,4.2,147.0,175.0,84.0,72.0,74.0,97.3,60.0,72.0,83.3,11.0,21.0,52.4,0.0,12.0,2.0,12.0,4.2,0.0,0.0,12.0,147.0,3.0,4.2,8.0,0.0,4.2,4.0,2.0,1.0,3.0,0.0,8.0,3.0,5.0,1.0,8.0,0.0,4.2,205.0,124.0,36.0,1.0,0.0,0.0,95.0,1.0,1.0,0.0,4.0,2.0,122.0,1.0,14.0,1.0,3.0,25.0
444,Amario Duberry,ENG,Blackburn,19,2005,0.0,Not Available,Forward,0.8,0.0,4.0,2.0,0.0,0.0,0.0,4.9,7.0,445.0,0.8,0.0,3.0,0.0,1.0,0.8,37.0,45.0,82.2,25.0,28.0,89.3,9.0,10.0,90.0,3.0,4.0,75.0,0.0,0.0,1.0,5.0,0.8,0.0,0.0,3.0,37.0,1.0,0.8,5.0,0.0,0.8,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,54.0,21.0,27.0,5.0,6.0,5.0,38.0,7.0,2.0,2.0,3.0,1.0,41.0,8.0,9.0,0.0,0.0,0.0
445,Lyndon Dykes,SCO,QPR,29,1995,0.0,Not Available,Forward,0.1,1.0,1.0,1.0,0.0,0.0,0.0,9.0,9.0,810.0,0.1,0.0,0.0,0.0,0.0,0.1,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,1.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,7.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,66.7
446,Festy Ebosele,IRL,Watford,22,2002,0.0,Midfielder,Defender,1.5,1.0,3.0,1.0,0.0,0.0,0.0,9.0,9.0,810.0,1.5,0.0,7.0,0.0,6.0,1.5,31.0,54.0,57.4,14.0,22.0,63.6,12.0,19.0,63.2,4.0,10.0,40.0,0.0,0.0,3.0,5.0,1.5,0.0,0.0,7.0,31.0,1.0,1.5,10.0,0.0,1.5,8.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,1.5,86.0,25.0,33.0,5.0,10.0,5.0,45.0,7.0,6.0,1.0,3.0,5.0,48.0,12.0,11.0,1.0,2.0,33.3
447,Aidomo Emakhu,IRL,Millwall,20,2003,0.0,Not Available,Forward,0.8,0.0,2.0,0.0,0.0,0.0,0.0,6.9,8.0,624.0,0.8,0.0,5.0,1.0,1.0,0.8,6.0,11.0,54.5,5.0,5.0,100.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.0,0.0,5.0,6.0,1.0,0.8,2.0,0.0,0.8,2.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.8,29.0,10.0,17.0,2.0,5.0,1.0,17.0,2.0,1.0,0.0,4.0,1.0,19.0,2.0,3.0,0.0,2.0,0.0
448,Zian Flemming,NED,Burnley,26,1998,0.0,Midfielder,Forward,1.5,0.0,3.0,2.0,0.0,0.0,0.0,9.0,9.0,810.0,1.5,0.0,2.0,0.0,3.0,1.5,13.0,21.0,61.9,5.0,10.0,50.0,6.0,6.0,100.0,2.0,3.0,66.7,0.0,0.0,2.0,2.0,1.5,0.0,0.0,2.0,13.0,1.0,1.5,3.0,0.0,1.5,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,38.0,24.0,13.0,2.0,2.0,0.0,23.0,2.0,2.0,0.0,5.0,1.0,25.0,8.0,6.0,2.0,2.0,50.0
449,Adam Forshaw,ENG,Plymouth Argyle,33,1991,0.0,Not Available,Midfielder,3.6,0.0,4.0,3.0,0.0,0.0,0.0,6.0,6.0,540.0,3.6,0.0,3.0,3.0,9.0,3.6,157.0,180.0,87.2,66.0,71.0,93.0,71.0,77.0,92.2,19.0,24.0,79.2,0.0,19.0,1.0,18.0,3.6,0.0,4.0,3.0,157.0,1.0,3.6,6.0,0.0,3.6,12.0,9.0,7.0,3.0,2.0,3.0,0.0,3.0,3.0,7.0,0.0,3.6,215.0,133.0,33.0,2.0,1.0,0.0,122.0,1.0,0.0,1.0,4.0,2.0,145.0,9.0,16.0,2.0,0.0,100.0
450,Amankwah Forson,GHA,Norwich City,21,2002,0.0,Not Available,Midfielder,3.7,0.0,5.0,2.0,0.0,0.0,0.0,9.0,9.0,807.0,3.7,0.0,5.0,1.0,4.0,3.7,95.0,122.0,77.9,53.0,65.0,81.5,31.0,38.0,81.6,8.0,14.0,57.1,1.0,13.0,4.0,13.0,3.7,2.0,0.0,5.0,95.0,2.0,3.7,7.0,1.0,3.7,6.0,4.0,3.0,3.0,0.0,9.0,1.0,8.0,1.0,1.0,0.0,3.7,163.0,88.0,47.0,7.0,5.0,1.0,92.0,6.0,9.0,0.0,9.0,11.0,119.0,15.0,13.0,0.0,3.0,0.0
451,Lyle Foster,RSA,Burnley,24,2000,0.0,Not Available,Forward,7.5,1.0,16.0,3.0,0.0,0.0,0.0,9.0,9.0,810.0,7.5,1.0,1.0,1.0,4.0,7.5,107.0,138.0,77.5,63.0,78.0,80.8,37.0,44.0,84.1,4.0,5.0,80.0,1.0,3.0,1.0,12.0,7.5,0.0,1.0,1.0,107.0,3.0,7.5,12.0,3.0,7.5,5.0,4.0,1.0,2.0,2.0,3.0,0.0,3.0,1.0,3.0,0.0,7.5,208.0,115.0,87.0,25.0,13.0,7.0,127.0,11.0,10.0,7.0,19.0,10.0,165.0,27.0,15.0,12.0,29.0,29.3
452,Morgan Fox,WAL,QPR,31,1993,0.0,Not Available,Midfielder,0.3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,810.0,0.3,0.0,0.0,1.0,0.0,0.3,15.0,20.0,75.0,5.0,6.0,83.3,5.0,8.0,62.5,5.0,6.0,83.3,0.0,2.0,1.0,2.0,0.3,0.0,0.0,0.0,15.0,0.0,0.3,2.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,22.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,100.0
453,Sam Gallagher,ENG,Stoke City,29,1995,0.0,Midfielder,Forward,1.9,1.0,4.0,1.0,0.0,0.0,0.0,8.3,9.0,744.0,1.9,1.0,1.0,0.0,1.0,1.9,13.0,28.0,46.4,6.0,13.0,46.2,5.0,10.0,50.0,2.0,2.0,100.0,1.0,2.0,2.0,4.0,1.9,1.0,0.0,1.0,13.0,1.0,1.9,5.0,2.0,1.9,4.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1.9,59.0,29.0,26.0,7.0,5.0,1.0,36.0,2.0,3.0,1.0,8.0,3.0,43.0,6.0,4.0,5.0,10.0,33.3
454,Djeidi Gassama,FRA,Sheffield Weds,21,2003,0.0,Midfielder,Forward,3.8,1.0,4.0,2.0,0.0,0.0,0.0,7.0,7.0,630.0,3.8,3.0,4.0,1.0,3.0,3.8,55.0,74.0,74.3,31.0,35.0,88.6,14.0,20.0,70.0,7.0,7.0,100.0,0.0,2.0,7.0,15.0,3.8,0.0,0.0,4.0,55.0,3.0,3.8,12.0,0.0,3.8,5.0,3.0,2.0,3.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,3.8,121.0,48.0,67.0,11.0,15.0,6.0,87.0,10.0,13.0,2.0,12.0,14.0,93.0,21.0,21.0,1.0,3.0,25.0
455,Liam Gibbs,ENG,Norwich City,21,2002,0.0,Defender,Midfielder,1.3,0.0,1.0,0.0,0.0,0.0,0.0,5.1,6.0,458.0,1.3,0.0,6.0,0.0,0.0,1.3,47.0,59.0,79.7,29.0,31.0,93.5,15.0,19.0,78.9,2.0,5.0,40.0,0.0,2.0,1.0,3.0,1.3,0.0,0.0,6.0,47.0,3.0,1.3,1.0,0.0,1.3,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3,75.0,38.0,26.0,2.0,3.0,2.0,34.0,4.0,4.0,1.0,2.0,0.0,53.0,9.0,5.0,0.0,3.0,0.0
456,Lynden Gooch,USA,Stoke City,28,1995,0.0,Midfielder,Forward,3.0,0.0,5.0,1.0,0.0,0.0,0.0,8.2,9.0,735.0,3.0,0.0,15.0,2.0,6.0,3.0,52.0,85.0,61.2,34.0,39.0,87.2,12.0,22.0,54.5,5.0,15.0,33.3,0.0,3.0,1.0,6.0,3.0,0.0,1.0,15.0,52.0,5.0,3.0,2.0,0.0,3.0,7.0,6.0,2.0,2.0,3.0,5.0,1.0,4.0,2.0,1.0,0.0,3.0,112.0,43.0,56.0,1.0,5.0,2.0,72.0,7.0,3.0,2.0,3.0,6.0,65.0,11.0,15.0,0.0,4.0,0.0
457,Tyler Goodhram,ENG,Oxford United,21,2003,0.0,Not Available,Midfielder,8.7,2.0,16.0,7.0,0.0,0.0,0.0,8.9,9.0,802.0,8.7,3.0,5.0,3.0,4.0,8.7,173.0,232.0,74.6,96.0,109.0,88.1,62.0,82.0,75.6,11.0,25.0,44.0,0.0,19.0,8.0,25.0,8.7,1.0,4.0,5.0,173.0,7.0,8.7,30.0,4.0,8.7,12.0,4.0,3.0,7.0,2.0,13.0,2.0,11.0,3.0,13.0,0.0,8.7,343.0,156.0,126.0,21.0,29.0,11.0,214.0,15.0,15.0,7.0,21.0,16.0,228.0,41.0,30.0,3.0,18.0,14.3
458,Kenzo Goudmijn,NED,Derby County,22,2001,0.0,Not Available,Midfielder,7.9,2.0,11.0,4.0,0.0,0.0,0.0,9.0,9.0,810.0,7.9,0.0,25.0,9.0,8.0,7.9,233.0,318.0,73.3,97.0,119.0,81.5,94.0,116.0,81.0,34.0,65.0,52.3,0.0,45.0,9.0,45.0,7.9,0.0,6.0,25.0,233.0,5.0,7.9,25.0,0.0,7.9,11.0,8.0,6.0,5.0,0.0,8.0,0.0,8.0,9.0,7.0,0.0,7.9,383.0,220.0,109.0,11.0,19.0,11.0,211.0,18.0,6.0,4.0,10.0,6.0,242.0,20.0,40.0,2.0,7.0,22.2
459,Sam Greenwood,ENG,Preston,22,2002,0.0,Forward,Midfielder,3.4,0.0,2.0,0.0,0.0,0.0,0.0,4.8,5.0,432.0,3.4,2.0,11.0,3.0,3.0,3.4,47.0,83.0,56.6,19.0,27.0,70.4,19.0,32.0,59.4,8.0,17.0,47.1,0.0,7.0,2.0,9.0,3.4,0.0,1.0,11.0,47.0,3.0,3.4,3.0,0.0,3.4,6.0,3.0,0.0,5.0,1.0,6.0,0.0,6.0,3.0,2.0,0.0,3.4,118.0,67.0,34.0,6.0,3.0,1.0,56.0,8.0,6.0,3.0,9.0,10.0,62.0,16.0,13.0,2.0,3.0,40.0
460,Ilia Gruev,BUL,Leeds United,24,2000,0.0,Not Available,Midfielder,6.9,0.0,11.0,5.0,0.0,0.0,0.0,7.1,9.0,638.0,6.9,0.0,36.0,10.0,12.0,6.9,437.0,512.0,85.4,238.0,254.0,93.7,169.0,189.0,89.4,15.0,42.0,35.7,0.0,38.0,4.0,36.0,6.9,1.0,0.0,36.0,437.0,6.0,6.9,25.0,0.0,6.9,18.0,12.0,5.0,10.0,3.0,7.0,0.0,7.0,10.0,5.0,0.0,6.9,578.0,351.0,143.0,5.0,2.0,0.0,308.0,3.0,5.0,0.0,1.0,2.0,398.0,9.0,15.0,4.0,5.0,44.4
461,Makhtar Gueye,SEN,Blackburn,26,1997,0.0,Not Available,Forward,4.1,0.0,8.0,3.0,0.0,0.0,0.0,8.4,9.0,755.0,4.1,5.0,3.0,2.0,1.0,4.1,42.0,83.0,50.6,25.0,40.0,62.5,14.0,28.0,50.0,1.0,8.0,12.5,3.0,3.0,4.0,7.0,4.1,1.0,1.0,3.0,42.0,1.0,4.1,9.0,3.0,4.1,2.0,1.0,0.0,2.0,0.0,4.0,0.0,4.0,2.0,10.0,0.0,4.1,147.0,68.0,45.0,13.0,3.0,1.0,60.0,8.0,4.0,4.0,17.0,6.0,97.0,18.0,13.0,27.0,25.0,51.9
462,Rami Al Hajj,SWE,Plymouth Argyle,23,2001,0.0,Not Available,Midfielder,2.9,1.0,5.0,2.0,0.0,0.0,0.0,8.7,9.0,780.0,2.9,0.0,1.0,2.0,5.0,2.9,122.0,140.0,87.1,54.0,60.0,90.0,59.0,63.0,93.7,7.0,9.0,77.8,0.0,8.0,5.0,15.0,2.9,0.0,2.0,1.0,122.0,4.0,2.9,10.0,0.0,2.9,6.0,5.0,5.0,0.0,1.0,3.0,0.0,3.0,2.0,6.0,0.0,2.9,189.0,92.0,59.0,9.0,10.0,2.0,105.0,2.0,4.0,0.0,10.0,6.0,144.0,10.0,14.0,3.0,2.0,60.0
463,Onel Hernández,CUB,Norwich City,31,1993,0.0,Midfielder,Forward,0.6,0.0,1.0,0.0,0.0,0.0,0.0,7.5,8.0,673.0,0.6,0.0,4.0,0.0,0.0,0.6,14.0,20.0,70.0,7.0,8.0,87.5,7.0,9.0,77.8,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.6,0.0,0.0,4.0,14.0,2.0,0.6,3.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,28.0,4.0,22.0,6.0,7.0,5.0,20.0,7.0,3.0,4.0,3.0,0.0,22.0,14.0,1.0,0.0,1.0,0.0
464,Tom Holmes,ENG,Luton Town,24,2000,0.0,Midfielder,Defender,0.2,0.0,0.0,0.0,0.0,0.0,0.0,6.9,8.0,618.0,0.2,0.0,0.0,0.0,0.0,0.2,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
