player,nation_stats_standard,squad,age_stats_standard,born_stats_standard,playing_time_90s_stats_standard,position_2_stats_standard,position_stats_standard,standard_gls_stats_shooting,standard_sh_stats_shooting,standard_sot_stats_shooting,standard_sot%_stats_shooting,standard_sh_90_stats_shooting,standard_sot_90_stats_shooting,total_cmp_stats_passing,total_att_stats_passing,total_cmp%_stats_passing,short_cmp_stats_passing,short_att_stats_passing,short_cmp%_stats_passing,medium_cmp_stats_passing,medium_att_stats_passing,medium_cmp%_stats_passing,long_cmp_stats_passing,long_att_stats_passing,long_cmp%_stats_passing,ast_stats_passing,1_3_stats_passing,ppa_stats_passing,prgp_stats_passing,pass_types_tb_stats_passing_types,pass_types_sw_stats_passing_types,pass_types_crs_stats_passing_types,outcomes_cmp_stats_passing_types,outcomes_blocks_stats_passing_types,sca_sca_stats_gca,gca_gca_stats_gca,tackles_tkl_stats_defense,tackles_tklw_stats_defense,tackles_def_3rd_stats_defense,tackles_mid_3rd_stats_defense,tackles_att_3rd_stats_defense,blocks_blocks_stats_defense,blocks_sh_stats_defense,blocks_pass_stats_defense,int_stats_defense,clr_stats_defense,err_stats_defense,touches_touches_stats_possession,touches_mid_3rd_stats_possession,touches_att_3rd_stats_possession,touches_att_pen_stats_possession,take_ons_att_stats_possession,take_ons_succ_stats_possession,take_ons_succ%_stats_possession,carries_carries_stats_possession,carries_prgc_stats_possession,carries_1_3_stats_possession,carries_cpa_stats_possession,carries_mis_stats_possession,carries_dis_stats_possession,receiving_rec_stats_possession,receiving_prgr_stats_possession,playing_time_90s_stats_playing_time,playing_time_mp_stats_playing_time,playing_time_min_stats_playing_time,performance_off_stats_misc,performance_crs_stats_misc,performance_int_stats_misc,performance_tklw_stats_misc,performance_recov_stats_misc,aerial_duels_won_stats_misc,aerial_duels_lost_stats_misc,aerial_duels_won%_stats_misc
Brendan Galloway,ZIM,Plymouth Argyle,28,1996,3.6,,Defender,0,0,0,0,0.00,0.00,116,142,81.7,29,33,87.9,83,91,91.2,4,12,33.3,0,6,1,7,0,0,0,116,4,2,0,13,7,7,5,1,17,11,6,5,23,0,200,68,12,0,0,0,0,80,1,0,0,0,1,96,0,0.8,6,69,0,0,5,7,9,5,8,38.5
Djeidi Gassama,FRA,Sheffield Weds,21,2003,8.5,Forward,Midfielder,1,17,4,23.5,1.99,0.47,120,173,69.4,76,93,81.7,30,47,63.8,8,8,100.0,0,5,13,21,0,0,13,120,9,27,1,8,6,3,5,0,5,0,5,4,1,0,300,122,154,31,51,19,37.3,211,23,21,12,25,18,217,50,2.9,3,260,4,13,4,6,53,4,11,26.7
Joe Gelhardt,ENG,Leeds United,22,2002,0.1,Midfielder,Forward,0,0,0,0,0.00,0.00,3,6,50.0,2,3,66.7,0,2,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,5,0,0,0,0,1,7,1,1.1,7,98,0,0,0,0,1,0,0,0
Anwar El Ghazi,NED,Cardiff City,29,1995,8.1,,Forward,1,21,6,28.6,2.60,0.74,140,202,69.3,87,108,80.6,39,57,68.4,6,15,40.0,1,8,3,18,1,0,19,140,11,25,2,4,3,1,2,1,3,2,1,2,6,0,297,126,148,31,18,3,16.7,171,21,11,9,25,8,229,71,14.6,16,1311,5,19,2,3,25,14,28,33.3
Liam Gibbs,ENG,Norwich City,21,2002,1.7,Forward,Midfielder,0,1,0,0.0,0.59,0.00,68,83,81.9,39,41,95.1,25,32,78.1,2,5,40.0,0,2,2,4,0,0,7,68,3,1,0,3,0,1,2,0,0,0,0,0,3,0,101,51,30,3,3,2,66.7,58,6,5,2,3,0,79,9,16.9,17,1522,0,7,0,0,6,0,3,0.0
Ben Gibson,ENG,Stoke City,31,1993,15.9,,Defender,2,5,3,60.0,0.31,0.19,951,1122,84.8,314,330,95.2,527,555,95.0,98,210,46.7,0,47,0,41,2,6,0,951,8,11,1,11,3,5,6,0,25,21,4,14,84,1,1284,486,20,11,0,0,0,739,3,2,0,4,2,881,1,1.6,2,147,2,0,14,3,42,45,23,66.2
Lewis Gibson,ENG,Plymouth Argyle,24,2000,12.0,,Defender,0,4,0,0.0,0.33,0.00,668,768,87.0,211,230,91.7,385,410,93.9,67,118,56.8,1,32,2,40,0,9,3,668,1,14,3,18,13,15,2,1,22,17,5,10,67,0,905,357,21,11,2,2,100.0,525,7,2,0,8,1,604,1,16.9,17,1518,0,3,10,13,56,26,14,65.0
Alexander Gilbert,IRL,Middlesbrough,22,2001,0.2,,Midfielder,0,0,0,0,0.00,0.00,11,13,84.6,4,5,80.0,5,5,100.0,2,2,100.0,0,1,2,4,0,0,0,11,2,3,0,1,0,1,0,0,0,0,0,0,0,0,15,3,9,2,0,0,0,10,0,0,0,1,0,10,1,0,0,0,0,0,0,0,1,0,0,0
Alfie Gilchrist,ENG,Sheffield Utd,20,2003,12.3,,Defender,0,6,2,33.3,0.49,0.16,492,612,80.4,212,240,88.3,236,275,85.8,42,82,51.2,1,61,8,64,1,1,11,492,10,23,1,24,16,19,4,1,28,13,15,15,55,0,778,408,162,3,18,6,33.3,337,15,11,1,9,10,442,22,0.3,1,24,0,11,15,16,29,14,13,51.9
Wilfried Gnonto,ITA,Leeds United,21,2003,13.7,,Forward,3,39,11,28.2,2.85,0.80,399,508,78.5,221,261,84.7,139,170,81.8,24,31,77.4,5,31,25,70,3,3,28,399,22,52,7,9,4,1,4,4,10,0,10,7,8,0,679,286,352,69,54,23,42.6,496,47,35,17,24,26,570,133,7.1,8,640,6,28,7,4,50,7,12,36.8
Lynden Gooch,USA,Stoke City,28,1995,3.0,Midfielder,Forward,0,5,1,20.0,1.65,0.33,52,85,61.2,34,39,87.2,12,22,54.5,5,15,33.3,0,3,1,6,0,1,15,52,5,2,0,7,6,2,2,3,5,1,4,2,1,0,112,43,56,1,5,2,40.0,72,7,3,2,3,6,65,11,1.0,1,90,0,15,2,6,15,0,4,0.0
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Tyler Goodhram,ENG,Oxford United,21,2003,16.6,,Midfielder,2,28,8,28.6,1.69,0.48,374,485,77.1,206,237,86.9,125,156,80.1,27,55,49.1,1,32,12,42,1,5,23,374,12,49,8,33,19,11,16,6,19,2,17,12,21,0,703,346,240,30,54,19,35.2,417,28,24,12,34,23,460,71,0.9,3,82,3,23,12,19,66,9,33,21.4
Will Goodwin,ENG,Oxford United,22,2002,0.2,Midfielder,Forward,0,0,0,0,0.00,0.00,1,3,33.3,1,3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,1,0,0.0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,100.0
Kaide Gordon,ENG,Norwich City,20,2004,1.9,Midfielder,Forward,1,3,1,33.3,1.62,0.54,51,62,82.3,22,25,88.0,23,26,88.5,6,7,85.7,0,6,1,8,0,1,4,51,2,4,1,4,4,1,1,2,3,0,3,2,3,0,88,48,28,3,2,0,0.0,55,6,2,2,4,4,63,11,12.1,17,1087,2,4,2,4,7,3,1,75.0
Kenzo Goudmijn,NED,Derby County,22,2001,11.9,,Midfielder,2,18,4,22.2,1.52,0.34,325,459,70.8,133,168,79.2,136,170,80.0,45,92,48.9,0,57,12,59,0,7,40,325,11,31,0,20,14,11,9,0,9,0,9,12,11,0,563,317,164,15,25,14,56.0,292,25,11,5,13,13,346,28,0,0,0,0,40,12,14,52,4,9,30.8
Dimitris Goutas,GRE,Cardiff City,30,1994,12.5,,Defender,0,12,3,25.0,0.96,0.24,585,667,87.7,178,192,92.7,334,358,93.3,70,106,66.0,1,38,0,37,0,8,0,585,3,8,2,13,8,10,3,0,8,6,2,17,67,0,800,357,24,15,7,5,71.4,406,2,0,0,5,2,517,1,14.9,16,1344,1,0,17,8,39,30,16,65.2
Karlan Grant,ENG,West Brom,27,1997,13.3,,Forward,3,30,10,33.3,2.25,0.75,240,360,66.7,139,173,80.3,73,106,68.9,14,36,38.9,2,11,12,25,1,4,53,240,20,34,3,16,10,9,4,3,13,2,11,11,11,0,516,174,268,70,39,13,33.3,304,58,17,27,22,6,344,104,0,0,0,8,53,11,10,52,11,25,30.6
Andre Gray,JAM,Plymouth Argyle,33,1991,3.8,Midfielder,Forward,3,7,6,85.7,1.82,1.56,29,58,50.0,17,25,68.0,8,15,53.3,2,6,33.3,1,3,1,5,0,0,4,29,5,7,1,2,2,0,2,0,1,0,1,1,6,0,89,37,43,12,4,1,25.0,59,2,4,1,6,0,67,14,0,0,0,4,4,1,2,7,2,8,20.0
Sam Greenwood,ENG,Preston,22,2002,10.1,Midfielder,Forward,4,21,8,38.1,2.08,0.79,162,273,59.3,56,75,74.7,71,101,70.3,31,75,41.3,1,17,12,24,2,1,52,162,10,38,2,13,9,1,8,4,11,1,10,3,3,0,384,178,173,32,21,8,38.1,211,23,14,10,27,20,245,54,0.2,1,22,5,52,3,9,35,5,12,29.4
Matt Grimes,ENG,Swansea City,29,1995,16.0,,Midfielder,1,12,2,16.7,0.75,0.12,1220,1386,88.0,537,564,95.2,568,611,93.0,81,158,51.3,1,131,11,126,5,2,59,1220,6,41,2,25,12,12,12,1,12,5,7,13,24,1,1506,936,202,1,11,8,72.7,952,22,19,0,17,9,1111,17,12.7,13,1140,0,59,13,12,100,5,11,31.3
Daniel Grimshaw,ENG,Plymouth Argyle,26,1998,13.0,,Goalkeeper,0,0,0,0,0.00,0.00,375,621,60.4,83,84,98.8,204,207,98.6,88,326,27.0,0,11,1,0,0,1,0,375,2,1,0,0,0,0,0,0,1,0,1,0,11,0,660,8,0,0,0,0,0,392,0,0,0,1,0,358,0,1.9,3,174,0,0,0,0,11,2,1,66.7
Ilia Gruev,BUL,Leeds United,24,2000,6.9,,Midfielder,0,11,5,45.5,1.59,0.72,437,512,85.4,238,254,93.7,169,189,89.4,15,42,35.7,0,38,4,36,1,0,36,437,6,25,0,18,12,5,10,3,7,0,7,10,5,0,578,351,143,5,2,0,0.0,308,3,5,0,1,2,398,9,9.6,12,864,0,36,10,12,15,4,5,44.4
Makhtar Gueye,SEN,Blackburn,26,1997,6.0,,Forward,0,12,4,33.3,2.01,0.67,59,122,48.4,34,61,55.7,19,37,51.4,3,15,20.0,3,5,5,10,2,2,4,59,2,12,3,8,4,3,5,0,6,0,6,3,11,0,216,103,71,23,8,3,37.5,98,9,4,5,23,10,141,23,0,0,0,6,4,3,4,21,37,42,46.8
Josuha Guilavogui,FRA,Leeds United,34,1990,0.3,,Midfielder,0,1,0,0.0,3.10,0.00,30,37,81.1,9,11,81.8,16,16,100.0,4,5,80.0,0,5,1,5,0,1,0,30,3,5,0,3,3,1,2,0,0,0,0,1,0,0,42,31,6,2,1,1,100.0,22,0,0,0,0,0,30,1,6.3,8,566,0,0,1,3,5,2,3,40.0
Angus Gunn,SCO,Norwich City,28,1996,10.5,,Goalkeeper,0,0,0,0,0.00,0.00,336,399,84.2,143,143,100.0,152,156,97.4,38,97,39.2,0,3,0,0,0,1,0,336,0,1,1,1,1,1,0,0,0,0,0,0,6,1,421,1,0,0,0,0,0,257,0,0,0,0,0,238,0,0.1,1,5,0,0,0,1,24,7,0,100.0
Darko Gyabi,ENG,Plymouth Argyle,20,2004,12.8,,Midfielder,0,13,3,23.1,1.02,0.23,327,386,84.7,145,161,90.1,146,169,86.4,27,37,73.0,1,38,6,48,1,2,2,327,4,31,2,25,16,5,14,6,17,3,14,8,18,1,526,306,102,10,31,15,48.4,312,23,18,1,23,19,365,26,5.8,12,520,0,2,8,16,49,12,12,50.0
Hayden Hackney,ENG,Middlesbrough,22,2002,13.1,,Midfielder,2,29,11,37.9,2.21,0.84,912,1089,83.7,458,495,92.5,361,411,87.8,75,134,56.0,0,132,24,156,6,5,11,912,16,49,4,23,12,14,7,2,8,1,7,14,11,3,1229,711,310,25,38,18,47.4,678,36,37,5,15,16,954,32,6.4,15,572,0,11,14,12,94,2,6,25.0
Rami Al Hajj,SWE,Plymouth Argyle,23,2001,5.2,,Midfielder,1,9,3,33.3,1.72,0.57,189,220,85.9,96,107,89.7,79,88,89.8,8,10,80.0,0,13,5,16,1,2,1,189,5,17,0,10,6,5,4,1,9,1,8,2,11,0,294,161,87,11,15,6,40.0,164,5,7,1,14,12,221,19,0.5,3,42,1,1,2,6,17,7,6,53.8
Gustavo Hamer,NED,Sheffield Utd,27,1997,12.5,Forward,Midfielder,4,41,15,36.6,3.29,1.20,347,522,66.5,168,209,80.4,125,170,73.5,45,109,41.3,4,39,28,78,3,11,53,347,11,47,10,15,9,5,6,4,9,0,9,8,11,0,675,296,309,34,34,12,35.3,351,21,20,6,27,11,449,76,8.0,14,716,1,53,8,9,61,0,6,0.0
Micah Hamilton,ENG,Middlesbrough,21,2003,2.7,,Forward,0,3,1,33.3,1.10,0.37,122,138,88.4,75,80,93.8,40,45,88.9,5,6,83.3,0,6,10,19,1,0,4,122,4,7,0,3,3,1,1,1,0,0,0,0,3,1,160,57,91,12,11,3,27.3,111,19,8,4,2,2,136,34,1.8,5,163,0,4,0,3,10,1,1,50.0
Grant Hanley,SCO,Norwich City,33,1991,0.9,,Defender,0,1,1,100.0,1.14,1.14,38,40,95.0,21,22,95.5,15,16,93.8,2,2,100.0,0,0,0,0,0,0,0,38,0,0,0,2,1,1,1,0,0,0,0,0,4,1,50,12,2,2,0,0,0,19,0,0,0,1,0,32,1,7.5,8,673,0,0,0,1,2,3,0,100.0
Ryan Hardie,SCO,Plymouth Argyle,27,1997,8.2,,Forward,1,10,2,20.0,1.22,0.24,54,85,63.5,34,48,70.8,12,20,60.0,3,5,60.0,1,2,4,5,0,1,1,54,4,11,2,7,3,2,5,0,7,1,6,1,8,0,153,60,76,29,9,5,55.6,73,8,6,5,12,10,90,32,1.5,3,132,5,1,1,3,11,12,50,19.4
Marcus Harness,ENG,Derby County,28,1996,5.7,,Midfielder,1,10,2,20.0,1.75,0.35,107,157,68.2,50,63,79.4,45,56,80.4,7,15,46.7,0,15,6,19,0,0,8,107,10,9,1,11,6,5,5,1,9,3,6,4,3,0,233,116,79,14,6,3,50.0,108,8,4,2,15,10,139,19,0.3,4,29,0,8,4,6,26,6,19,24.0
Mark Harris,WAL,Oxford United,25,1998,12.6,,Forward,4,23,12,52.2,1.83,0.95,142,180,78.9,89,105,84.8,39,47,83.0,7,10,70.0,0,8,3,12,0,0,0,142,6,16,0,8,6,2,4,2,2,2,0,1,8,0,287,149,117,22,19,9,47.4,169,13,8,5,36,13,214,40,0,0,0,15,0,1,6,28,4,22,15.4
Daiki Hashioka,JPN,Luton Town,25,1999,5.8,,Defender,0,3,0,0.0,0.52,0.00,140,211,66.4,55,71,77.5,69,86,80.2,12,34,35.3,0,10,4,12,0,0,14,140,8,2,0,10,5,5,5,0,6,3,3,8,21,0,273,120,68,8,4,0,0.0,110,4,1,1,4,1,127,15,12.1,14,1088,0,14,8,5,17,24,7,77.4
Joseph Hatch,WAL,Plymouth Argyle,18,2006,0.0,,Midfielder,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,10,725,0,0,0,0,0,0,0,0
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Conor Hazard,NIR,Plymouth Argyle,26,1998,4.0,,Goalkeeper,0,0,0,0,0.00,0.00,127,185,68.6,42,42,100.0,49,50,98.0,35,92,38.0,0,4,0,0,0,0,0,127,0,2,0,0,0,0,0,0,0,0,0,0,2,0,200,1,0,0,0,0,0,100,0,0,0,0,0,78,0,0.2,1,16,0,0,0,0,3,2,0,100.0
Ryan Hedges,WAL,Blackburn,29,1995,11.2,,Forward,1,18,7,38.9,1.60,0.62,305,419,72.8,168,193,87.0,101,135,74.8,20,46,43.5,1,32,13,52,0,3,35,305,13,26,2,28,18,12,10,6,15,2,13,11,19,0,563,258,222,36,18,5,27.8,300,35,25,7,13,10,375,91,9.5,15,856,1,35,11,18,43,16,20,44.4
Torbjørn Heggem,NOR,West Brom,25,1999,16.7,,Defender,0,9,1,11.1,0.54,0.06,803,950,84.5,351,393,89.3,386,429,90.0,52,86,60.5,1,45,7,51,0,3,19,803,16,15,1,32,19,23,9,0,18,8,10,14,81,0,1143,473,153,24,19,11,57.9,546,19,11,3,11,5,658,35,0.0,3,4,0,19,14,19,56,40,25,61.5
Onel Hernández,CUB,Norwich City,31,1993,0.9,Midfielder,Forward,0,1,0,0.0,1.10,0.00,14,24,58.3,7,9,77.8,7,10,70.0,0,2,0.0,0,0,1,2,0,0,5,14,3,3,0,0,0,0,0,0,0,0,0,0,1,0,33,5,26,8,7,5,71.4,23,7,3,5,4,1,25,17,3.3,8,301,0,5,0,0,1,0,3,0.0
Brad Hills,ENG,Norwich City,20,2004,0.1,,Defender,0,0,0,0,0.00,0.00,15,17,88.2,11,12,91.7,3,3,100.0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,2,0,0,0,0,16,1,0,0,0,0,17,1,16.0,16,1440,0,0,0,0,0,0,0,0
Yu Hirakawa,JPN,Bristol City,23,2001,8.4,Forward,Midfielder,2,13,4,30.8,1.55,0.48,191,248,77.0,124,134,92.5,55,74,74.3,10,26,38.5,1,11,9,24,1,1,37,191,6,25,4,12,11,10,0,2,6,0,6,3,6,0,341,111,192,27,26,10,38.5,228,26,13,11,17,8,236,69,0,0,0,1,37,3,11,36,3,6,33.3
Václav Hladký,CZE,Burnley,34,1990,1.0,,Goalkeeper,0,0,0,0,0.00,0.00,32,38,84.2,16,16,100.0,12,12,100.0,4,10,40.0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,28,0,0,0,0,0,25,0,1.9,3,174,0,0,0,0,1,0,0,0
Mason Holgate,ENG,West Brom,28,1996,5.1,,Defender,1,5,1,20.0,0.97,0.19,213,252,84.5,93,98,94.9,99,110,90.0,19,39,48.7,0,15,0,10,0,1,1,213,1,4,0,6,3,5,1,0,7,6,1,5,33,0,318,137,16,8,0,0,0,166,0,0,0,2,2,189,1,3.6,5,323,1,1,5,3,11,17,10,63.0
Duane Holmes,USA,Preston,30,1994,5.6,Midfielder,Forward,1,4,1,25.0,0.72,0.18,125,188,66.5,64,75,85.3,44,58,75.9,13,31,41.9,0,15,6,22,4,1,12,125,9,16,0,9,7,3,5,1,4,0,4,4,8,0,241,123,93,11,14,9,64.3,133,20,9,2,4,8,145,29,0,0,0,1,12,4,7,19,1,5,16.7
Tom Holmes,ENG,Luton Town,24,2000,4.6,,Defender,0,2,0,0.0,0.43,0.00,171,206,83.0,82,92,89.1,68,77,88.3,17,31,54.8,1,25,3,18,0,0,4,171,1,4,1,8,8,1,6,1,6,2,4,8,13,0,253,133,34,6,1,0,0.0,139,1,1,0,5,1,148,3,8.5,14,768,0,4,8,8,17,4,3,57.1
George Honeyman,ENG,Millwall,30,1994,13.8,,Midfielder,1,14,4,28.6,1.01,0.29,264,399,66.2,153,180,85.0,69,104,66.3,23,63,36.5,3,27,11,37,1,3,59,264,18,40,3,37,27,14,19,4,10,1,9,14,16,0,541,224,237,26,17,5,29.4,266,8,10,5,25,22,301,67,0.1,2,10,5,59,14,27,56,3,26,10.3
Ethan Horvath,USA,Cardiff City,29,1995,4.0,,Goalkeeper,0,0,0,0,0.00,0.00,99,126,78.6,18,18,100.0,66,66,100.0,15,41,36.6,0,1,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,4,0,133,1,0,0,0,0,0,75,0,0,0,0,0,71,0,8.1,13,727,0,0,0,0,8,0,0,0
Jordan Houghton,ENG,Plymouth Argyle,29,1995,4.1,,Midfielder,0,4,2,50.0,0.97,0.49,81,125,64.8,36,45,80.0,41,60,68.3,4,19,21.1,0,6,1,9,0,0,7,81,1,5,0,7,3,4,3,0,8,3,5,4,11,0,170,84,25,3,2,0,0.0,61,0,0,0,4,1,87,4,1.7,7,152,0,7,4,3,9,6,5,54.5
Andreas Hountondji,BEN,Burnley,22,2002,2.2,Midfielder,Forward,0,8,1,12.5,3.60,0.45,20,25,80.0,15,16,93.8,5,6,83.3,0,0,0,0,1,1,2,0,0,0,20,1,2,0,1,1,0,0,1,4,1,3,1,4,0,59,22,26,5,4,2,50.0,28,3,4,1,8,4,39,8,15.9,17,1430,1,0,1,1,2,1,12,7.7
Jonny Howson,ENG,Middlesbrough,36,1988,2.8,,Midfielder,0,2,1,50.0,0.73,0.36,187,229,81.7,91,98,92.9,79,87,90.8,13,36,36.1,0,18,2,23,0,2,7,187,3,6,0,6,4,5,1,0,1,0,1,2,4,3,253,134,50,1,3,2,66.7,112,0,2,0,2,7,199,3,12.0,12,1080,0,7,2,4,10,0,2,0.0
Andrew Hughes,WAL,Preston,32,1992,16.5,,Defender,0,3,1,33.3,0.18,0.06,747,969,77.1,346,393,88.0,323,392,82.4,65,144,45.1,1,63,8,59,0,15,18,747,19,21,1,27,15,12,15,0,25,10,15,15,58,0,1129,512,129,22,7,3,42.9,527,13,6,1,14,8,644,16,0.2,1,21,1,18,15,15,67,63,30,67.7
Charlie Hughes,ENG,Hull City,21,2003,8.3,,Defender,0,6,0,0.0,0.72,0.00,537,619,86.8,172,200,86.0,310,333,93.1,48,71,67.6,1,40,4,45,0,9,2,537,4,8,2,10,7,6,4,0,11,7,4,12,32,2,702,344,52,7,10,4,40.0,460,14,8,0,3,2,480,2,12.3,16,1107,0,2,12,7,47,31,8,79.5
Trai Hume,NIR,Sunderland,22,2002,16.0,,Defender,0,6,0,0.0,0.37,0.00,742,916,81.0,367,410,89.5,305,352,86.6,49,99,49.5,1,74,22,90,1,4,32,742,17,30,4,35,22,20,12,3,21,10,11,23,45,0,1078,550,204,19,11,2,18.2,501,27,13,1,19,4,612,44,0,0,0,0,32,23,22,70,25,24,51.0
Bashir Humphreys,ENG,Burnley,21,2003,6.6,,Defender,0,4,0,0.0,0.61,0.00,372,441,84.4,164,186,88.2,190,219,86.8,15,29,51.7,0,31,1,22,0,1,6,372,3,10,1,19,12,11,6,2,6,1,5,5,19,0,521,271,74,3,10,0,0.0,262,12,8,0,9,5,322,10,0,0,0,0,6,5,12,27,12,10,54.5
Shaun Hutchinson,ENG,Millwall,34,1990,3.5,,Defender,0,2,1,50.0,0.57,0.29,135,170,79.4,30,37,81.1,85,97,87.6,18,32,56.3,0,6,0,8,0,0,0,135,0,2,1,10,7,6,3,1,3,2,1,3,17,0,209,90,15,6,0,0,0,77,0,0,0,2,0,112,3,13.7,16,1231,1,0,3,7,5,16,9,64.0
Dominic Hyam,SCO,Blackburn,28,1995,15.0,,Defender,0,6,0,0.0,0.40,0.00,748,899,83.2,220,264,83.3,427,478,89.3,98,139,70.5,1,21,0,17,0,6,0,748,6,7,1,13,11,10,3,0,15,9,6,7,82,1,1042,349,25,17,1,0,0.0,512,5,0,0,9,1,622,4,0,0,0,0,0,7,11,43,57,39,59.4
Adam Idah,IRL,Norwich City,23,2001,0.3,,Forward,0,0,0,0,0.00,0.00,7,10,70.0,5,6,83.3,2,4,50.0,0,0,0,0,0,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,3,0,0,0,7,1,0,1,1,0,8,4,3.0,5,272,1,2,0,0,0,0,0,0
Michael Ihiekwe,ENG,Sheffield Weds,32,1992,3.1,,Defender,0,4,1,25.0,1.27,0.32,109,142,76.8,23,29,79.3,71,85,83.5,11,19,57.9,0,2,0,4,0,0,0,109,0,2,1,1,0,1,0,0,7,7,0,5,13,0,179,74,14,9,0,0,0,79,1,1,0,2,1,107,0,16.6,17,1490,1,0,5,0,5,16,5,76.2
Tom Ince,ENG,Watford,32,1992,4.9,,Midfielder,1,1,0,0.0,0.20,0.00,115,146,78.8,52,62,83.9,50,56,89.3,9,17,52.9,0,14,2,18,0,1,8,115,6,8,0,5,4,3,1,1,4,0,4,2,4,0,181,94,49,4,5,2,40.0,91,9,6,0,7,3,104,6,0.2,2,16,0,8,2,4,17,3,1,75.0
Svante Ingelsson,SWE,Sheffield Weds,26,1998,6.7,,Midfielder,0,11,3,27.3,1.63,0.45,131,213,61.5,66,77,85.7,35,59,59.3,25,55,45.5,1,11,2,15,1,1,31,131,8,19,2,17,11,6,9,2,7,0,7,5,3,0,277,115,130,24,9,4,44.4,117,14,8,4,11,8,146,36,1.9,8,167,2,31,5,11,32,5,11,31.3
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Dominic Iorfa,ENG,Sheffield Weds,29,1995,6.3,,Defender,1,7,2,28.6,1.12,0.32,177,214,82.7,69,81,85.2,101,117,86.3,7,13,53.8,0,5,1,9,0,0,1,177,1,2,0,9,6,6,3,0,4,3,1,7,23,0,280,98,21,14,4,3,75.0,122,2,1,1,2,3,166,2,11.9,15,1069,3,1,7,6,14,31,17,64.6
Wilson Isidor,FRA,Sunderland,24,2000,10.6,,Forward,5,27,12,44.4,2.55,1.13,74,99,74.7,37,46,80.4,27,32,84.4,8,11,72.7,0,7,2,7,0,0,6,74,5,12,1,8,4,6,0,2,4,0,4,0,7,0,185,77,92,44,14,5,35.7,110,11,8,7,15,9,133,42,12.5,13,1127,10,6,0,4,19,9,19,32.1
Frederick Issaka,WAL,Plymouth Argyle,18,2006,3.7,Midfielder,Forward,1,6,2,33.3,1.63,0.54,37,64,57.8,21,30,70.0,13,23,56.5,3,9,33.3,0,4,2,4,0,1,4,37,2,5,0,5,2,3,1,1,4,0,4,1,0,0,128,48,57,18,18,3,16.7,86,13,5,11,12,9,88,26,0,0,0,2,4,1,2,17,4,6,40.0
Vakoun Issouf Bayo,CIV,Watford,27,1997,11.4,,Forward,7,29,13,44.8,2.54,1.14,137,183,74.9,89,110,80.9,31,37,83.8,8,12,66.7,0,4,3,12,1,1,1,137,6,15,2,7,4,2,4,1,8,2,6,3,10,0,315,143,142,44,14,6,42.9,156,10,10,8,38,11,208,40,13.3,17,1201,9,1,3,4,17,30,48,38.5
