player,nation_stats_standard,squad,age_stats_standard,born_stats_standard,playing_time_90s_stats_standard,position_2_stats_standard,position_stats_standard,standard_gls_stats_shooting,standard_sh_stats_shooting,standard_sot_stats_shooting,standard_sot%_stats_shooting,standard_sh_90_stats_shooting,standard_sot_90_stats_shooting,total_cmp_stats_passing,total_att_stats_passing,total_cmp%_stats_passing,short_cmp_stats_passing,short_att_stats_passing,short_cmp%_stats_passing,medium_cmp_stats_passing,medium_att_stats_passing,medium_cmp%_stats_passing,long_cmp_stats_passing,long_att_stats_passing,long_cmp%_stats_passing,ast_stats_passing,1_3_stats_passing,ppa_stats_passing,prgp_stats_passing,pass_types_tb_stats_passing_types,pass_types_sw_stats_passing_types,pass_types_crs_stats_passing_types,outcomes_cmp_stats_passing_types,outcomes_blocks_stats_passing_types,sca_sca_stats_gca,gca_gca_stats_gca,tackles_tkl_stats_defense,tackles_tklw_stats_defense,tackles_def_3rd_stats_defense,tackles_mid_3rd_stats_defense,tackles_att_3rd_stats_defense,blocks_blocks_stats_defense,blocks_sh_stats_defense,blocks_pass_stats_defense,int_stats_defense,clr_stats_defense,err_stats_defense,touches_touches_stats_possession,touches_mid_3rd_stats_possession,touches_att_3rd_stats_possession,touches_att_pen_stats_possession,take_ons_att_stats_possession,take_ons_succ_stats_possession,take_ons_succ%_stats_possession,carries_carries_stats_possession,carries_prgc_stats_possession,carries_1_3_stats_possession,carries_cpa_stats_possession,carries_mis_stats_possession,carries_dis_stats_possession,receiving_rec_stats_possession,receiving_prgr_stats_possession,playing_time_90s_stats_playing_time,playing_time_mp_stats_playing_time,playing_time_min_stats_playing_time,performance_off_stats_misc,performance_crs_stats_misc,performance_int_stats_misc,performance_tklw_stats_misc,performance_recov_stats_misc,aerial_duels_won_stats_misc,aerial_duels_lost_stats_misc,aerial_duels_won%_stats_misc
Eliezer Mayenda,ESP,Sunderland,19,2005,6.7,,Forward,2,13,8,61.5,1.93,1.19,45,59,76.3,26,34,76.5,15,18,83.3,2,3,66.7,2,3,2,8,0,1,1,45,3,13,2,5,2,1,0,4,4,0,4,1,0,0,121,40,73,30,17,7,41.2,71,12,5,8,16,9,79,34,7.2,9,644,4,1,1,2,17,3,11,21.4
Fally Mayulu,FRA,Bristol City,22,2002,2.7,,Forward,2,11,4,36.4,4.09,1.49,35,55,63.6,26,33,78.8,8,11,72.7,0,2,0.0,0,3,0,4,0,0,0,35,2,2,1,3,2,0,3,0,1,0,1,0,2,0,93,40,48,12,6,4,66.7,47,3,3,3,9,6,68,21,17.0,17,1530,2,0,0,2,9,7,16,30.4
Sam McCallum,ENG,Sheffield Utd,24,2000,3.7,Midfielder,Defender,1,3,1,33.3,0.80,0.27,137,187,73.3,68,81,84.0,52,69,75.4,14,24,58.3,0,8,2,9,0,2,10,137,10,4,0,9,5,4,5,0,4,0,4,10,18,0,249,118,59,8,6,4,66.7,121,5,1,2,7,2,139,16,5.0,9,452,0,10,10,5,14,10,7,58.8
Alistair McCann,NIR,Preston,24,1999,11.7,,Midfielder,1,7,1,14.3,0.60,0.09,345,427,80.8,177,204,86.8,140,162,86.4,15,27,55.6,0,28,4,35,0,2,7,345,10,13,0,45,30,18,22,5,26,3,23,7,18,0,555,308,121,11,8,4,50.0,234,5,4,2,8,7,317,24,0.1,1,5,1,7,7,30,49,12,21,36.4
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
George McCormick,ENG,Middlesbrough,19,2005,0.0,,Forward,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,2,117,0,0,0,0,0,0,0,0
Ross McCrorie,SCO,Bristol City,26,1998,3.2,,Defender,0,2,0,0.0,0.63,0.00,76,117,65.0,42,54,77.8,29,45,64.4,3,8,37.5,0,4,2,6,1,0,11,76,6,10,0,15,8,7,8,0,3,1,2,6,6,0,160,71,62,8,7,3,42.9,69,13,4,3,6,4,81,20,10.7,15,967,2,11,6,8,13,16,6,72.7
Josh McEachran,ENG,Oxford United,31,1993,5.3,,Midfielder,0,1,0,0.0,0.19,0.00,210,242,86.8,80,84,95.2,99,108,91.7,24,41,58.5,1,8,1,8,2,0,14,210,0,13,2,15,7,4,9,2,5,2,3,7,7,0,283,195,35,0,8,4,50.0,130,2,2,0,1,4,166,1,0,0,0,0,14,7,7,24,2,4,33.3
Riley McGree,AUS,Middlesbrough,26,1998,7.2,,Forward,1,19,8,42.1,2.65,1.12,290,351,82.6,171,183,93.4,84,103,81.6,20,33,60.6,5,24,11,44,1,0,23,290,9,33,5,6,3,1,4,1,5,0,5,1,7,0,422,175,202,34,19,6,31.6,225,16,7,4,10,9,322,60,5.5,13,493,0,23,1,3,27,3,4,42.9
Marcus McGuane,ENG,Bristol City,25,1999,5.3,,Midfielder,0,3,0,0.0,0.56,0.00,207,240,86.3,109,122,89.3,83,87,95.4,11,17,64.7,0,16,1,20,0,0,2,207,11,5,0,15,8,3,6,6,8,2,6,2,3,0,292,182,53,2,9,6,66.7,199,8,5,0,4,10,211,10,17.0,17,1530,0,2,2,8,32,3,3,50.0
Mark McGuinness,IRL,Luton Town,23,2001,13.8,,Defender,1,17,4,23.5,1.23,0.29,455,596,76.3,156,188,83.0,238,280,85.0,42,93,45.2,1,21,2,29,1,2,0,455,6,8,1,15,8,6,8,1,19,12,7,19,48,1,745,298,38,27,7,5,71.4,343,0,2,0,8,2,395,4,0,0,0,1,0,19,8,48,74,27,73.3
Tom McIntyre,SCO,Portsmouth,26,1998,9.8,,Defender,0,3,1,33.3,0.31,0.10,293,396,74.0,104,133,78.2,167,196,85.2,21,57,36.8,0,16,1,18,1,1,1,293,1,4,1,15,10,9,6,0,16,13,3,16,42,0,507,208,20,10,6,5,83.3,218,5,3,0,4,3,245,2,7.1,14,636,0,1,16,10,32,41,29,58.6
Kenny McLean,SCO,Norwich City,32,1992,13.0,,Midfielder,0,5,1,20.0,0.39,0.08,854,960,89.0,477,499,95.6,312,338,92.3,50,88,56.8,3,76,9,76,2,6,13,854,12,27,7,43,26,12,26,5,11,3,8,13,14,1,1088,664,105,10,8,3,37.5,641,22,11,0,13,6,860,7,9.4,16,843,0,13,13,26,67,9,10,47.4
Sean McLoughlin,IRL,Hull City,28,1996,8.5,,Defender,0,4,1,25.0,0.47,0.12,558,635,87.9,190,210,90.5,332,351,94.6,23,49,46.9,0,33,2,42,1,0,2,558,9,12,0,10,7,6,3,1,12,6,6,6,39,1,722,291,46,9,5,3,60.0,443,7,3,0,6,3,526,6,0.2,1,16,0,2,6,7,33,29,9,76.3
Paddy McNair,NIR,West Brom,29,1995,1.0,,Defender,0,0,0,0,0.00,0.00,61,66,92.4,27,28,96.4,30,31,96.8,4,7,57.1,0,1,0,1,0,0,0,61,0,0,0,1,1,0,1,0,1,1,0,1,4,0,73,28,1,0,0,0,0,36,0,1,0,0,0,49,0,13.6,16,1228,0,0,1,1,2,0,0,0
Luke McNally,IRL,Bristol City,25,1999,12.0,,Defender,1,12,2,16.7,1.00,0.17,454,568,79.9,153,174,87.9,264,306,86.3,30,71,42.3,0,20,0,36,0,5,2,454,4,8,0,20,11,14,6,0,10,6,4,16,57,0,695,315,39,22,2,1,50.0,330,3,5,1,1,1,398,3,1.1,3,96,1,2,16,11,45,38,14,73.1
Luke McNally,IRL,Burnley,25,1999,0.0,Midfielder,Defender,0,0,0,0,0.00,0.00,1,2,50.0,1,1,100.0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0.2,2,17,0,0,0,1,0,1,2,33.3
Dan McNamara,IRL,Millwall,25,1998,4.6,,Defender,0,1,1,100.0,0.22,0.22,101,143,70.6,44,58,75.9,41,50,82.0,14,27,51.9,0,9,2,13,0,1,4,101,3,4,0,11,4,9,2,0,3,1,2,6,24,0,195,81,34,2,3,1,33.3,68,3,4,0,3,1,63,4,6.3,9,570,0,4,6,4,20,10,2,83.3
Marvin Mehlem,GER,Hull City,27,1997,9.2,,Midfielder,0,11,1,9.1,1.20,0.11,187,239,78.2,108,123,87.8,57,69,82.6,14,23,60.9,2,9,3,15,0,0,14,187,9,23,3,14,5,2,9,3,6,0,6,4,3,0,313,125,147,33,10,1,10.0,169,6,3,1,20,10,211,38,14.3,15,1290,2,14,4,5,24,7,9,43.8
Anis Mehmeti,ALB,Bristol City,23,2001,10.8,Midfielder,Forward,4,36,13,36.1,3.35,1.21,201,276,72.8,118,146,80.8,67,91,73.6,12,26,46.2,0,16,8,36,1,1,30,201,4,36,1,13,9,4,7,2,11,1,10,5,4,0,404,160,216,61,35,9,25.7,247,39,16,17,17,14,284,75,4.9,13,443,4,30,5,9,39,9,9,50.0
Yakou Méïte,CIV,Cardiff City,28,1996,5.1,,Forward,0,11,2,18.2,2.17,0.39,36,66,54.5,22,31,71.0,12,23,52.2,1,3,33.3,0,2,1,3,0,0,7,36,4,8,0,8,6,2,5,1,5,2,3,2,5,0,136,50,70,20,12,8,66.7,72,11,6,4,19,8,91,30,13.1,16,1180,1,7,2,6,15,15,27,35.7
Hannibal Mejbri,TUN,Burnley,21,2003,7.7,,Midfielder,0,7,1,14.3,0.91,0.13,239,310,77.1,121,139,87.1,95,121,78.5,17,29,58.6,0,23,4,38,0,2,14,239,7,20,1,12,11,3,5,4,8,0,8,3,2,0,389,215,133,15,18,11,61.1,217,15,10,2,18,22,280,29,3.5,6,319,1,14,3,11,31,7,8,46.7
Nathaniel Mendez-Laing,GUA,Derby County,32,1992,11.0,Midfielder,Forward,1,22,3,13.6,2.00,0.27,267,409,65.3,115,145,79.3,106,141,75.2,34,86,39.5,3,21,19,39,0,0,85,267,17,50,5,21,16,6,9,6,13,0,13,15,11,0,539,231,240,28,30,13,43.3,259,30,18,13,18,10,325,66,0.0,1,2,6,85,15,16,38,10,9,52.6
Teden Mengi,ENG,Luton Town,22,2002,12.0,,Defender,1,10,4,40.0,0.84,0.33,413,544,75.9,143,175,81.7,212,247,85.8,52,102,51.0,0,41,3,34,0,5,5,413,8,8,0,18,13,14,3,1,10,8,2,21,43,0,663,303,37,12,3,3,100.0,347,6,5,0,6,5,373,2,0.2,2,20,0,5,21,13,59,27,14,65.9
Chris Mepham,WAL,Sunderland,27,1997,12.0,,Defender,0,2,0,0.0,0.17,0.00,563,643,87.6,160,175,91.4,352,375,93.9,44,77,57.1,0,43,2,42,0,3,0,563,3,8,1,18,12,9,9,0,16,10,6,14,62,0,770,382,29,14,4,4,100.0,442,19,5,0,2,2,471,3,12.3,15,1106,0,0,14,12,54,37,22,62.7
Illan Meslier,FRA,Leeds United,24,2000,16.0,,Goalkeeper,0,0,0,0,0.00,0.00,459,573,80.1,97,98,99.0,293,295,99.3,68,178,38.2,0,6,1,0,0,0,0,459,1,2,0,0,0,0,0,0,0,0,0,0,11,1,595,2,1,1,0,0,0,398,0,0,0,1,0,368,0,13.9,16,1253,0,0,0,0,18,7,0,100.0
Liam Millar,CAN,Hull City,25,1999,6.9,Forward,Midfielder,1,18,4,22.2,2.62,0.58,210,289,72.7,110,132,83.3,75,95,78.9,10,31,32.3,2,6,18,28,1,2,37,210,12,27,6,8,6,7,1,0,12,0,12,4,5,0,379,146,195,35,41,16,39.0,265,52,35,22,11,9,297,61,11.8,13,1060,1,37,4,6,26,4,6,40.0
Idris El Mizouni,TUN,Oxford United,24,2000,11.1,,Midfielder,1,15,5,33.3,1.35,0.45,378,441,85.7,195,215,90.7,151,173,87.3,14,22,63.6,2,30,5,34,1,1,6,378,6,26,3,32,18,14,17,1,15,2,13,11,11,1,561,323,134,11,17,6,35.3,321,23,16,1,13,5,370,33,5.5,6,495,1,6,11,18,59,6,12,33.3
Ryan Mmaee,MAR,Stoke City,27,1997,1.2,,Forward,0,1,0,0.0,0.81,0.00,13,19,68.4,7,10,70.0,4,6,66.7,1,1,100.0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,2,0,1,0,28,20,7,1,1,0,0.0,17,0,0,0,4,1,22,0,17.0,17,1530,0,0,0,0,3,3,1,75.0
Jayson Molumby,IRL,West Brom,25,1999,10.6,,Midfielder,1,8,6,75.0,0.75,0.56,458,526,87.1,203,221,91.9,215,239,90.0,30,47,63.8,0,49,8,65,0,2,6,458,3,20,1,18,8,6,9,3,17,5,12,9,26,1,637,362,130,15,19,11,57.9,371,23,15,5,16,9,441,23,3.5,8,311,0,6,9,8,52,6,18,25.0
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Elliott Moore,ENG,Oxford United,27,1997,12.6,,Defender,0,7,3,42.9,0.56,0.24,489,554,88.3,181,197,91.9,277,295,93.9,26,49,53.1,1,7,0,8,0,1,0,489,3,3,1,10,5,9,1,0,15,10,5,9,79,0,687,198,18,15,1,1,100.0,333,0,0,0,1,0,417,0,13.4,16,1204,0,0,9,5,30,34,16,68.0
Kieffer Moore,WAL,Sheffield Utd,32,1992,11.9,,Forward,2,27,10,37.0,2.26,0.84,146,230,63.5,87,129,67.4,43,67,64.2,8,12,66.7,0,9,6,18,1,4,5,146,4,20,2,5,5,1,4,0,5,0,5,3,25,1,354,149,167,53,14,7,50.0,163,16,10,10,22,14,264,45,0.9,3,83,9,5,3,5,26,64,35,64.6
Simon Moore,ENG,Sunderland,34,1990,4.0,,Goalkeeper,0,0,0,0,0.00,0.00,82,119,68.9,15,15,100.0,39,40,97.5,28,64,43.8,0,0,0,0,0,1,0,82,0,0,0,0,0,0,0,0,0,0,0,0,3,0,126,0,0,0,0,0,0,76,0,0,0,1,0,58,0,10.5,16,943,0,0,0,0,2,0,0,0
Andrew Moran,IRL,Stoke City,21,2003,10.8,,Midfielder,2,13,5,38.5,1.20,0.46,290,386,75.1,148,182,81.3,115,140,82.1,11,31,35.5,1,27,12,44,1,3,6,290,10,40,2,26,16,6,14,6,11,2,9,10,13,0,495,268,138,20,15,5,33.3,245,21,11,7,10,10,314,29,0,0,0,1,6,10,16,45,7,6,53.8
Kieran Morgan,ENG,QPR,18,2006,3.7,,Midfielder,1,5,2,40.0,1.37,0.55,129,169,76.3,62,74,83.8,54,62,87.1,9,20,45.0,0,16,3,19,0,2,3,129,4,4,0,9,6,3,4,2,3,2,1,4,4,0,208,116,52,3,2,1,50.0,128,3,2,0,6,2,143,9,8.0,11,724,0,3,4,6,16,4,3,57.1
Aidan Morris,USA,Middlesbrough,23,2001,13.3,,Midfielder,0,18,1,5.6,1.35,0.07,913,978,93.4,463,488,94.9,347,362,95.9,77,91,84.6,0,94,11,84,1,4,4,913,6,32,1,29,20,17,9,3,18,2,16,11,5,0,1098,654,211,28,15,9,60.0,621,12,18,4,15,12,873,25,0,0,0,1,4,11,20,72,1,6,14.3
Carlton Morris,ENG,Luton Town,28,1995,9.6,Midfielder,Forward,4,21,8,38.1,2.18,0.83,145,248,58.5,93,126,73.8,43,78,55.1,4,13,30.8,1,9,7,24,1,0,7,145,9,19,3,7,3,3,1,3,8,1,7,0,13,0,362,129,200,60,10,5,50.0,198,13,12,8,38,19,295,64,6.6,12,597,10,7,0,3,23,50,40,55.6
James Morris,ENG,Watford,23,2001,8.9,,Defender,0,2,0,0.0,0.23,0.00,458,559,81.9,221,242,91.3,201,224,89.7,31,77,40.3,0,46,1,43,0,5,7,458,8,10,1,18,17,10,5,3,10,6,4,6,23,1,639,337,65,2,3,1,33.3,341,2,8,0,7,2,452,2,11.5,12,1034,0,7,6,17,26,5,13,27.8
Elijah Morrison,ENG,Bristol City,18,2006,0.3,,Defender,0,1,0,0.0,3.75,0.00,3,7,42.9,1,1,100.0,2,4,50.0,0,2,0.0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,1,0,0,0,0,1,4,0,15,5,4,1,0,0,0,7,3,3,1,0,0,4,1,7.8,15,698,0,2,1,0,3,0,2,0.0
Liam Morrison,SCO,QPR,21,2003,1.0,Midfielder,Defender,0,1,0,0.0,1.05,0.00,51,60,85.0,15,19,78.9,29,33,87.9,7,7,100.0,0,4,0,3,0,0,0,51,0,0,0,1,1,1,0,0,2,1,1,3,5,0,73,29,4,1,0,0,0,38,0,0,0,0,0,46,0,8.5,15,769,0,0,3,1,1,4,1,80.0
Victor Moses,NGA,Luton Town,33,1990,6.5,Forward,Defender,1,6,1,16.7,0.93,0.15,149,238,62.6,65,82,79.3,65,104,62.5,16,38,42.1,0,9,4,14,0,1,26,149,6,13,0,10,7,3,3,4,16,5,11,5,10,0,317,121,141,12,14,7,50.0,133,13,4,3,8,9,158,19,12.2,14,1095,4,26,5,7,17,7,8,46.7
Alex Mowatt,ENG,West Brom,29,1995,15.7,,Midfielder,3,10,4,40.0,0.64,0.26,1012,1159,87.3,423,453,93.4,484,518,93.4,92,161,57.1,0,110,7,115,2,8,54,1012,9,42,0,28,17,12,8,8,23,13,10,11,25,1,1272,741,219,8,9,3,33.3,799,25,29,0,8,7,922,22,10.3,16,931,0,54,11,17,87,10,7,58.8
Owen Moxon,ENG,Portsmouth,26,1998,0.8,,Midfielder,0,1,1,100.0,1.22,1.22,27,40,67.5,7,13,53.8,14,14,100.0,6,11,54.5,0,3,3,4,0,1,7,27,2,4,0,3,3,1,2,0,2,1,1,1,2,0,53,24,15,1,2,1,50.0,25,0,3,0,1,1,22,0,3.0,3,270,0,7,1,3,9,2,1,66.7
Bali Mumba,ENG,Plymouth Argyle,23,2001,15.0,,Defender,0,5,1,20.0,0.33,0.07,629,743,84.7,286,319,89.7,296,342,86.5,39,58,67.2,1,44,10,64,1,1,15,629,13,24,4,45,31,27,15,3,14,5,9,11,28,3,904,458,153,12,34,14,41.2,429,32,21,5,28,11,509,36,6.6,13,590,1,15,11,31,76,10,13,43.5
Romaine Mundle,ENG,Sunderland,21,2003,11.4,Midfielder,Forward,4,23,9,39.1,2.02,0.79,265,353,75.1,119,149,79.9,121,147,82.3,17,34,50.0,2,7,20,33,0,1,54,265,11,40,3,17,11,4,13,0,17,1,16,8,10,0,525,171,311,45,62,27,43.5,335,70,31,27,34,22,371,105,0.0,1,2,1,54,8,11,44,4,12,25.0
Josh Murphy,ENG,Portsmouth,29,1995,9.7,,Forward,2,22,4,18.2,2.27,0.41,124,233,53.2,51,77,66.2,59,91,64.8,14,34,41.2,2,12,17,20,1,1,45,124,22,25,4,11,11,7,3,1,15,1,14,6,8,0,356,120,196,32,31,12,38.7,206,36,22,17,21,12,210,54,3.1,8,280,0,45,6,11,50,7,19,26.9
Anthony Musaba,NED,Sheffield Weds,23,2000,7.2,Midfielder,Forward,1,11,4,36.4,1.52,0.55,92,143,64.3,56,71,78.9,24,37,64.9,5,10,50.0,3,4,4,10,2,0,14,92,14,15,3,8,6,4,3,1,9,1,8,4,0,0,252,105,128,33,49,20,40.8,163,30,23,9,23,13,181,53,8.0,13,716,1,14,4,6,28,1,8,11.1
Kal Naismith,SCO,Bristol City,32,1992,3.2,,Defender,0,0,0,0,0.00,0.00,164,189,86.8,68,71,95.8,77,86,89.5,18,27,66.7,0,10,1,11,0,0,1,164,1,4,0,7,6,4,3,0,4,2,2,2,10,1,218,102,4,1,2,2,100.0,112,2,3,1,3,0,130,0,0,0,0,0,1,2,6,9,11,4,73.3
Marvelous Nakamba,ZIM,Luton Town,30,1994,4.9,,Midfielder,0,1,0,0.0,0.20,0.00,148,175,84.6,60,70,85.7,70,76,92.1,12,16,75.0,0,13,2,14,0,0,1,148,3,5,1,12,4,6,6,0,4,2,2,6,4,1,212,113,39,0,2,0,0.0,121,2,3,0,6,2,116,3,0.1,1,7,0,1,6,4,34,1,0,100.0
Paul Nardi,FRA,QPR,30,1994,16.0,,Goalkeeper,0,1,1,100.0,0.06,0.06,390,555,70.3,79,81,97.5,215,217,99.1,96,254,37.8,0,8,0,1,0,1,0,390,1,0,0,1,1,1,0,0,0,0,0,0,7,2,593,14,1,1,1,0,0.0,341,0,0,0,0,0,301,0,15.8,16,1418,0,0,0,1,14,3,1,75.0
Kyle Naughton,ENG,Swansea City,36,1988,4.1,,Defender,0,0,0,0,0.00,0.00,270,318,84.9,146,160,91.3,101,113,89.4,21,32,65.6,0,23,6,23,1,1,7,270,7,5,0,13,7,7,5,1,6,3,3,4,7,0,366,184,97,2,7,5,71.4,208,9,6,0,6,2,217,9,12.6,13,1132,0,7,4,7,20,5,5,50.0
Daniel Neil,ENG,Sunderland,23,2001,15.9,,Midfielder,0,12,1,8.3,0.75,0.06,601,716,83.9,238,273,87.2,284,322,88.2,61,83,73.5,3,75,9,82,1,5,9,601,15,32,3,26,14,11,12,3,7,3,4,19,19,1,845,497,140,5,18,8,44.4,441,15,19,1,22,14,575,14,0,0,0,0,9,19,14,84,12,11,52.2
Benjamin Nelson,ENG,Oxford United,20,2004,7.2,,Defender,0,0,0,0,0.00,0.00,308,384,80.2,87,100,87.0,179,198,90.4,40,77,51.9,0,8,0,13,1,5,0,308,3,5,0,11,7,6,4,1,7,5,2,6,42,0,455,164,8,2,3,2,66.7,265,2,0,0,3,1,287,0,2.8,12,249,0,0,6,7,24,17,10,63.0
Curtis Nelson,ENG,Derby County,31,1993,16.0,,Defender,2,9,4,44.4,0.56,0.25,482,599,80.5,104,122,85.2,312,354,88.1,61,111,55.0,0,25,3,25,0,1,1,482,8,9,1,17,8,13,4,0,17,14,3,17,75,1,753,244,37,22,1,1,100.0,337,0,1,0,4,3,422,0,6.5,7,585,0,1,17,8,52,33,26,55.9
Zack Nelson,ENG,Luton Town,20,2004,2.6,Forward,Midfielder,0,5,1,20.0,1.92,0.38,81,92,88.0,38,42,90.5,39,44,88.6,4,5,80.0,0,11,3,10,0,0,4,81,0,12,0,4,1,1,2,1,4,0,4,4,5,0,129,57,51,11,9,4,44.4,75,1,3,0,3,5,89,9,8.3,10,750,0,4,4,1,8,3,1,75.0
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Perry Ng,ENG,Cardiff City,28,1996,14.5,,Defender,1,8,3,37.5,0.55,0.21,631,791,79.8,290,321,90.3,266,320,83.1,60,106,56.6,0,60,9,63,0,4,17,631,15,32,0,33,18,21,10,2,18,6,12,9,30,0,937,467,180,10,24,12,50.0,452,12,10,2,15,13,534,35,1.1,3,99,0,17,9,18,59,22,19,53.7
Jeremy Ngakia,ENG,Watford,24,2000,1.3,,Defender,0,3,1,33.3,2.27,0.76,23,36,63.9,10,14,71.4,12,21,57.1,1,1,100.0,0,3,1,2,0,0,1,23,1,4,0,11,6,9,1,1,2,0,2,2,7,0,69,21,20,7,6,0,0.0,25,2,2,1,0,1,32,11,4.5,7,401,0,1,2,6,2,0,2,0.0
Kevin Nisbet,SCO,Millwall,27,1997,0.1,,Forward,0,0,0,0,0.00,0.00,1,3,33.3,1,2,50.0,0,0,0,0,1,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,2,2,0,0,0,0,2,0,0,0,0,0,3,2,6.0,12,536,0,1,0,0,0,0,1,0.0
Casper de Norre,BEL,Millwall,27,1997,14.0,,Midfielder,1,15,3,20.0,1.07,0.21,420,511,82.2,194,224,86.6,187,215,87.0,34,51,66.7,1,51,10,54,0,3,8,420,9,24,2,34,22,17,14,3,15,4,11,31,19,0,663,375,136,9,5,4,80.0,280,8,18,1,11,5,343,17,9.9,13,895,0,8,31,22,63,12,8,60.0
Rhys Norrington-Davies,WAL,Sheffield Utd,25,1999,1.6,,Defender,0,1,0,0.0,0.61,0.00,76,98,77.6,36,43,83.7,36,43,83.7,3,8,37.5,0,2,1,4,0,0,3,76,3,3,0,2,0,1,1,0,2,0,2,2,4,0,120,47,26,1,1,0,0.0,57,6,3,0,3,0,67,4,0,0,0,0,3,2,0,7,3,1,75.0
Will Norris,ENG,Portsmouth,31,1993,8.0,,Goalkeeper,0,0,0,0,0.00,0.00,173,314,55.1,22,23,95.7,83,86,96.5,68,200,34.0,0,8,0,0,0,1,0,173,2,0,0,1,1,1,0,0,0,0,0,0,4,1,341,4,0,0,0,0,0,180,0,0,0,0,0,175,0,13.5,15,1214,0,0,0,1,8,2,0,100.0
Marcelino Núñez,CHI,Norwich City,24,2000,9.0,,Midfielder,2,14,5,35.7,1.56,0.56,513,630,81.4,230,249,92.4,220,244,90.2,57,116,49.1,0,55,8,55,0,9,56,513,10,38,4,22,8,9,11,2,13,4,9,4,12,0,733,393,165,8,17,8,47.1,458,14,13,1,12,9,534,18,0,0,0,0,56,4,8,42,1,3,25.0
Ryan Nyambe,NAM,Derby County,26,1997,6.8,,Defender,0,0,0,0,0.00,0.00,225,287,78.4,127,139,91.4,83,102,81.4,11,21,52.4,0,11,2,16,0,0,7,225,16,6,1,15,10,7,8,0,11,1,10,7,14,0,354,151,91,2,8,5,62.5,160,15,6,0,10,3,185,10,9.3,12,833,0,7,7,10,18,4,10,28.6
Gatlin O'Donkor,ENG,Oxford United,0,0,0.0,,Forward,0,0,0,0,0.00,0.00,1,2,50.0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4,0,4,0,1,0,0.0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0
Callum O'Dowda,IRL,Cardiff City,29,1995,13.5,Forward,Defender,1,7,4,57.1,0.52,0.30,447,637,70.2,241,281,85.8,168,253,66.4,26,57,45.6,1,21,10,35,0,0,48,447,19,27,2,34,25,17,11,6,16,0,16,12,29,0,777,328,250,27,20,6,30.0,354,50,39,8,23,6,438,61,0,0,0,1,48,12,25,44,26,15,63.4
Callum O'Hare,ENG,Sheffield Utd,26,1998,14.5,Midfielder,Forward,1,12,3,25.0,0.83,0.21,355,427,83.1,234,263,89.0,96,114,84.2,10,12,83.3,3,37,13,63,3,1,7,355,14,33,6,12,10,4,4,4,12,1,11,7,10,0,572,240,287,50,31,9,29.0,346,22,17,8,38,33,423,91,15.3,17,1376,5,7,7,10,58,5,12,29.4
